DATAFLOW,LAST UPDATE,freq,unit,s_adj,sector,na_item,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:GOV_10Q_GGNFA(1.0),22/04/26 11:00:00,Quarterly,Million units of national currency,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),General government,Net lending (+)/net borrowing (-),Slovakia,2019-Q3,-208.3,,
ESTAT:GOV_10Q_GGNFA(1.0),22/04/26 11:00:00,Quarterly,Million units of national currency,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),General government,Net lending (+)/net borrowing (-),Slovakia,2019-Q4,-745.7,,
ESTAT:GOV_10Q_GGNFA(1.0),22/04/26 11:00:00,Quarterly,Million units of national currency,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),General government,Net lending (+)/net borrowing (-),Slovakia,2020-Q1,-470.3,,
ESTAT:GOV_10Q_GGNFA(1.0),22/04/26 11:00:00,Quarterly,Million units of national currency,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),General government,Net lending (+)/net borrowing (-),Slovakia,2020-Q2,-1425.0,,
ESTAT:GOV_10Q_GGNFA(1.0),22/04/26 11:00:00,Quarterly,Million units of national currency,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),General government,Net lending (+)/net borrowing (-),Slovakia,2020-Q3,-920.4,,
ESTAT:GOV_10Q_GGNFA(1.0),22/04/26 11:00:00,Quarterly,Million units of national currency,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),General government,Net lending (+)/net borrowing (-),Slovakia,2020-Q4,-2179.3,,
ESTAT:GOV_10Q_GGNFA(1.0),22/04/26 11:00:00,Quarterly,Million units of national currency,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),General government,Net lending (+)/net borrowing (-),Slovakia,2021-Q1,-1222.6,,
ESTAT:GOV_10Q_GGNFA(1.0),22/04/26 11:00:00,Quarterly,Million units of national currency,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),General government,Net lending (+)/net borrowing (-),Slovakia,2021-Q2,-1223.9,,
ESTAT:GOV_10Q_GGNFA(1.0),22/04/26 11:00:00,Quarterly,Million units of national currency,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),General government,Net lending (+)/net borrowing (-),Slovakia,2021-Q3,-499.5,,
ESTAT:GOV_10Q_GGNFA(1.0),22/04/26 11:00:00,Quarterly,Million units of national currency,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),General government,Net lending (+)/net borrowing (-),Slovakia,2021-Q4,-2240.1,,
ESTAT:GOV_10Q_GGNFA(1.0),22/04/26 11:00:00,Quarterly,Million units of national currency,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),General government,Net lending (+)/net borrowing (-),Slovakia,2022-Q1,-284.5,,
ESTAT:GOV_10Q_GGNFA(1.0),22/04/26 11:00:00,Quarterly,Million units of national currency,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),General government,Net lending (+)/net borrowing (-),Slovakia,2022-Q2,-201.6,,
ESTAT:GOV_10Q_GGNFA(1.0),22/04/26 11:00:00,Quarterly,Million units of national currency,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),General government,Net lending (+)/net borrowing (-),Slovakia,2022-Q3,53.7,,
ESTAT:GOV_10Q_GGNFA(1.0),22/04/26 11:00:00,Quarterly,Million units of national currency,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),General government,Net lending (+)/net borrowing (-),Slovakia,2022-Q4,-1287.2,,
ESTAT:GOV_10Q_GGNFA(1.0),22/04/26 11:00:00,Quarterly,Million units of national currency,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),General government,Net lending (+)/net borrowing (-),Slovakia,2023-Q1,-1138.3,,
ESTAT:GOV_10Q_GGNFA(1.0),22/04/26 11:00:00,Quarterly,Million units of national currency,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),General government,Net lending (+)/net borrowing (-),Slovakia,2023-Q2,-1073.6,,
ESTAT:GOV_10Q_GGNFA(1.0),22/04/26 11:00:00,Quarterly,Million units of national currency,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),General government,Net lending (+)/net borrowing (-),Slovakia,2023-Q3,-848.8,,
ESTAT:GOV_10Q_GGNFA(1.0),22/04/26 11:00:00,Quarterly,Million units of national currency,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),General government,Net lending (+)/net borrowing (-),Slovakia,2023-Q4,-3495.7,,
ESTAT:GOV_10Q_GGNFA(1.0),22/04/26 11:00:00,Quarterly,Million units of national currency,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),General government,Net lending (+)/net borrowing (-),Slovakia,2024-Q1,-810.7,,
ESTAT:GOV_10Q_GGNFA(1.0),22/04/26 11:00:00,Quarterly,Million units of national currency,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),General government,Net lending (+)/net borrowing (-),Slovakia,2024-Q2,-1272.1,,
ESTAT:GOV_10Q_GGNFA(1.0),22/04/26 11:00:00,Quarterly,Million units of national currency,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),General government,Net lending (+)/net borrowing (-),Slovakia,2024-Q3,-990.9,,
ESTAT:GOV_10Q_GGNFA(1.0),22/04/26 11:00:00,Quarterly,Million units of national currency,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),General government,Net lending (+)/net borrowing (-),Slovakia,2024-Q4,-3889.1,,
ESTAT:GOV_10Q_GGNFA(1.0),22/04/26 11:00:00,Quarterly,Million units of national currency,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),General government,Net lending (+)/net borrowing (-),Slovakia,2025-Q1,-706.1,,
ESTAT:GOV_10Q_GGNFA(1.0),22/04/26 11:00:00,Quarterly,Million units of national currency,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),General government,Net lending (+)/net borrowing (-),Slovakia,2025-Q2,-773.2,,
ESTAT:GOV_10Q_GGNFA(1.0),22/04/26 11:00:00,Quarterly,Million units of national currency,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),General government,Net lending (+)/net borrowing (-),Slovakia,2025-Q3,-892.1,,
ESTAT:GOV_10Q_GGNFA(1.0),22/04/26 11:00:00,Quarterly,Million units of national currency,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),General government,Net lending (+)/net borrowing (-),Slovakia,2025-Q4,-3714.9,,
ESTAT:GOV_10Q_GGNFA(1.0),22/04/26 11:00:00,Quarterly,Million units of national currency,"Seasonally adjusted data, not calendar adjusted data",General government,Net lending (+)/net borrowing (-),France,2017-Q3,-21583.4,,
ESTAT:GOV_10Q_GGNFA(1.0),22/04/26 11:00:00,Quarterly,Million units of national currency,"Seasonally adjusted data, not calendar adjusted data",General government,Net lending (+)/net borrowing (-),France,2017-Q4,-16004.3,,
ESTAT:GOV_10Q_GGNFA(1.0),22/04/26 11:00:00,Quarterly,Million units of national currency,"Seasonally adjusted data, not calendar adjusted data",General government,Net lending (+)/net borrowing (-),France,2018-Q1,-14265.4,,
ESTAT:GOV_10Q_GGNFA(1.0),22/04/26 11:00:00,Quarterly,Million units of national currency,"Seasonally adjusted data, not calendar adjusted data",General government,Net lending (+)/net borrowing (-),France,2018-Q2,-13560.4,,
ESTAT:GOV_10Q_GGNFA(1.0),22/04/26 11:00:00,Quarterly,Million units of national currency,"Seasonally adjusted data, not calendar adjusted data",General government,Net lending (+)/net borrowing (-),France,2018-Q3,-14730.7,,
ESTAT:GOV_10Q_GGNFA(1.0),22/04/26 11:00:00,Quarterly,Million units of national currency,"Seasonally adjusted data, not calendar adjusted data",General government,Net lending (+)/net borrowing (-),France,2018-Q4,-12059.7,,
ESTAT:GOV_10Q_GGNFA(1.0),22/04/26 11:00:00,Quarterly,Million units of national currency,"Seasonally adjusted data, not calendar adjusted data",General government,Net lending (+)/net borrowing (-),France,2019-Q1,-13579.7,,
ESTAT:GOV_10Q_GGNFA(1.0),22/04/26 11:00:00,Quarterly,Million units of national currency,"Seasonally adjusted data, not calendar adjusted data",General government,Net lending (+)/net borrowing (-),France,2019-Q2,-14332.8,,
ESTAT:GOV_10Q_GGNFA(1.0),22/04/26 11:00:00,Quarterly,Million units of national currency,"Seasonally adjusted data, not calendar adjusted data",General government,Net lending (+)/net borrowing (-),France,2019-Q3,-12067.0,,
ESTAT:GOV_10Q_GGNFA(1.0),22/04/26 11:00:00,Quarterly,Million units of national currency,"Seasonally adjusted data, not calendar adjusted data",General government,Net lending (+)/net borrowing (-),France,2019-Q4,-18246.0,,
ESTAT:GOV_10Q_GGNFA(1.0),22/04/26 11:00:00,Quarterly,Million units of national currency,"Seasonally adjusted data, not calendar adjusted data",General government,Net lending (+)/net borrowing (-),France,2020-Q1,-35803.8,,
ESTAT:GOV_10Q_GGNFA(1.0),22/04/26 11:00:00,Quarterly,Million units of national currency,"Seasonally adjusted data, not calendar adjusted data",General government,Net lending (+)/net borrowing (-),France,2020-Q2,-77397.7,,
ESTAT:GOV_10Q_GGNFA(1.0),22/04/26 11:00:00,Quarterly,Million units of national currency,"Seasonally adjusted data, not calendar adjusted data",General government,Net lending (+)/net borrowing (-),France,2020-Q3,-32934.0,,
ESTAT:GOV_10Q_GGNFA(1.0),22/04/26 11:00:00,Quarterly,Million units of national currency,"Seasonally adjusted data, not calendar adjusted data",General government,Net lending (+)/net borrowing (-),France,2020-Q4,-60948.9,,
ESTAT:GOV_10Q_GGNFA(1.0),22/04/26 11:00:00,Quarterly,Million units of national currency,"Seasonally adjusted data, not calendar adjusted data",General government,Net lending (+)/net borrowing (-),France,2021-Q1,-55135.9,,
ESTAT:GOV_10Q_GGNFA(1.0),22/04/26 11:00:00,Quarterly,Million units of national currency,"Seasonally adjusted data, not calendar adjusted data",General government,Net lending (+)/net borrowing (-),France,2021-Q2,-50488.7,,
ESTAT:GOV_10Q_GGNFA(1.0),22/04/26 11:00:00,Quarterly,Million units of national currency,"Seasonally adjusted data, not calendar adjusted data",General government,Net lending (+)/net borrowing (-),France,2021-Q3,-31477.5,,
ESTAT:GOV_10Q_GGNFA(1.0),22/04/26 11:00:00,Quarterly,Million units of national currency,"Seasonally adjusted data, not calendar adjusted data",General government,Net lending (+)/net borrowing (-),France,2021-Q4,-28047.2,,
ESTAT:GOV_10Q_GGNFA(1.0),22/04/26 11:00:00,Quarterly,Million units of national currency,"Seasonally adjusted data, not calendar adjusted data",General government,Net lending (+)/net borrowing (-),France,2022-Q1,-31919.1,,
ESTAT:GOV_10Q_GGNFA(1.0),22/04/26 11:00:00,Quarterly,Million units of national currency,"Seasonally adjusted data, not calendar adjusted data",General government,Net lending (+)/net borrowing (-),France,2022-Q2,-23460.3,,
ESTAT:GOV_10Q_GGNFA(1.0),22/04/26 11:00:00,Quarterly,Million units of national currency,"Seasonally adjusted data, not calendar adjusted data",General government,Net lending (+)/net borrowing (-),France,2022-Q3,-32254.6,,
ESTAT:GOV_10Q_GGNFA(1.0),22/04/26 11:00:00,Quarterly,Million units of national currency,"Seasonally adjusted data, not calendar adjusted data",General government,Net lending (+)/net borrowing (-),France,2022-Q4,-38261.8,,
ESTAT:GOV_10Q_GGNFA(1.0),22/04/26 11:00:00,Quarterly,Million units of national currency,"Seasonally adjusted data, not calendar adjusted data",General government,Net lending (+)/net borrowing (-),France,2023-Q1,-35260.2,,
ESTAT:GOV_10Q_GGNFA(1.0),22/04/26 11:00:00,Quarterly,Million units of national currency,"Seasonally adjusted data, not calendar adjusted data",General government,Net lending (+)/net borrowing (-),France,2023-Q2,-36103.0,,
ESTAT:GOV_10Q_GGNFA(1.0),22/04/26 11:00:00,Quarterly,Million units of national currency,"Seasonally adjusted data, not calendar adjusted data",General government,Net lending (+)/net borrowing (-),France,2023-Q3,-39767.8,,
ESTAT:GOV_10Q_GGNFA(1.0),22/04/26 11:00:00,Quarterly,Million units of national currency,"Seasonally adjusted data, not calendar adjusted data",General government,Net lending (+)/net borrowing (-),France,2023-Q4,-40789.4,,
ESTAT:GOV_10Q_GGNFA(1.0),22/04/26 11:00:00,Quarterly,Million units of national currency,"Seasonally adjusted data, not calendar adjusted data",General government,Net lending (+)/net borrowing (-),France,2024-Q1,-41069.7,,
ESTAT:GOV_10Q_GGNFA(1.0),22/04/26 11:00:00,Quarterly,Million units of national currency,"Seasonally adjusted data, not calendar adjusted data",General government,Net lending (+)/net borrowing (-),France,2024-Q2,-40358.0,,
ESTAT:GOV_10Q_GGNFA(1.0),22/04/26 11:00:00,Quarterly,Million units of national currency,"Seasonally adjusted data, not calendar adjusted data",General government,Net lending (+)/net borrowing (-),France,2024-Q3,-44011.2,,
ESTAT:GOV_10Q_GGNFA(1.0),22/04/26 11:00:00,Quarterly,Million units of national currency,"Seasonally adjusted data, not calendar adjusted data",General government,Net lending (+)/net borrowing (-),France,2024-Q4,-43679.2,,
ESTAT:GOV_10Q_GGNFA(1.0),22/04/26 11:00:00,Quarterly,Million units of national currency,"Seasonally adjusted data, not calendar adjusted data",General government,Net lending (+)/net borrowing (-),France,2025-Q1,-39218.3,,
ESTAT:GOV_10Q_GGNFA(1.0),22/04/26 11:00:00,Quarterly,Million units of national currency,"Seasonally adjusted data, not calendar adjusted data",General government,Net lending (+)/net borrowing (-),France,2025-Q2,-41198.9,,
ESTAT:GOV_10Q_GGNFA(1.0),22/04/26 11:00:00,Quarterly,Million units of national currency,"Seasonally adjusted data, not calendar adjusted data",General government,Net lending (+)/net borrowing (-),France,2025-Q3,-41112.3,,
ESTAT:GOV_10Q_GGNFA(1.0),22/04/26 11:00:00,Quarterly,Million units of national currency,"Seasonally adjusted data, not calendar adjusted data",General government,Net lending (+)/net borrowing (-),France,2025-Q4,-30981.6,,
ESTAT:GOV_10Q_GGNFA(1.0),22/04/26 11:00:00,Quarterly,Million units of national currency,Seasonally and calendar adjusted data,General government,Net lending (+)/net borrowing (-),Austria,2017-Q3,-376.5,,
ESTAT:GOV_10Q_GGNFA(1.0),22/04/26 11:00:00,Quarterly,Million units of national currency,Seasonally and calendar adjusted data,General government,Net lending (+)/net borrowing (-),Austria,2017-Q4,-571.7,,
ESTAT:GOV_10Q_GGNFA(1.0),22/04/26 11:00:00,Quarterly,Million units of national currency,Seasonally and calendar adjusted data,General government,Net lending (+)/net borrowing (-),Austria,2018-Q1,570.1,,
ESTAT:GOV_10Q_GGNFA(1.0),22/04/26 11:00:00,Quarterly,Million units of national currency,Seasonally and calendar adjusted data,General government,Net lending (+)/net borrowing (-),Austria,2018-Q2,185.8,,
ESTAT:GOV_10Q_GGNFA(1.0),22/04/26 11:00:00,Quarterly,Million units of national currency,Seasonally and calendar adjusted data,General government,Net lending (+)/net borrowing (-),Austria,2018-Q3,19.5,,
ESTAT:GOV_10Q_GGNFA(1.0),22/04/26 11:00:00,Quarterly,Million units of national currency,Seasonally and calendar adjusted data,General government,Net lending (+)/net borrowing (-),Austria,2018-Q4,-27.2,,
ESTAT:GOV_10Q_GGNFA(1.0),22/04/26 11:00:00,Quarterly,Million units of national currency,Seasonally and calendar adjusted data,General government,Net lending (+)/net borrowing (-),Austria,2019-Q1,454.4,,
ESTAT:GOV_10Q_GGNFA(1.0),22/04/26 11:00:00,Quarterly,Million units of national currency,Seasonally and calendar adjusted data,General government,Net lending (+)/net borrowing (-),Austria,2019-Q2,709.0,,
ESTAT:GOV_10Q_GGNFA(1.0),22/04/26 11:00:00,Quarterly,Million units of national currency,Seasonally and calendar adjusted data,General government,Net lending (+)/net borrowing (-),Austria,2019-Q3,129.2,,
ESTAT:GOV_10Q_GGNFA(1.0),22/04/26 11:00:00,Quarterly,Million units of national currency,Seasonally and calendar adjusted data,General government,Net lending (+)/net borrowing (-),Austria,2019-Q4,830.1,,
ESTAT:GOV_10Q_GGNFA(1.0),22/04/26 11:00:00,Quarterly,Million units of national currency,Seasonally and calendar adjusted data,General government,Net lending (+)/net borrowing (-),Austria,2020-Q1,531.1,,
ESTAT:GOV_10Q_GGNFA(1.0),22/04/26 11:00:00,Quarterly,Million units of national currency,Seasonally and calendar adjusted data,General government,Net lending (+)/net borrowing (-),Austria,2020-Q2,-12583.6,,
ESTAT:GOV_10Q_GGNFA(1.0),22/04/26 11:00:00,Quarterly,Million units of national currency,Seasonally and calendar adjusted data,General government,Net lending (+)/net borrowing (-),Austria,2020-Q3,-7441.2,,
ESTAT:GOV_10Q_GGNFA(1.0),22/04/26 11:00:00,Quarterly,Million units of national currency,Seasonally and calendar adjusted data,General government,Net lending (+)/net borrowing (-),Austria,2020-Q4,-11709.0,,
ESTAT:GOV_10Q_GGNFA(1.0),22/04/26 11:00:00,Quarterly,Million units of national currency,Seasonally and calendar adjusted data,General government,Net lending (+)/net borrowing (-),Austria,2021-Q1,-10626.8,,
ESTAT:GOV_10Q_GGNFA(1.0),22/04/26 11:00:00,Quarterly,Million units of national currency,Seasonally and calendar adjusted data,General government,Net lending (+)/net borrowing (-),Austria,2021-Q2,-7311.8,,
ESTAT:GOV_10Q_GGNFA(1.0),22/04/26 11:00:00,Quarterly,Million units of national currency,Seasonally and calendar adjusted data,General government,Net lending (+)/net borrowing (-),Austria,2021-Q3,-2335.5,,
ESTAT:GOV_10Q_GGNFA(1.0),22/04/26 11:00:00,Quarterly,Million units of national currency,Seasonally and calendar adjusted data,General government,Net lending (+)/net borrowing (-),Austria,2021-Q4,-2854.7,,
ESTAT:GOV_10Q_GGNFA(1.0),22/04/26 11:00:00,Quarterly,Million units of national currency,Seasonally and calendar adjusted data,General government,Net lending (+)/net borrowing (-),Austria,2022-Q1,-3697.5,,
ESTAT:GOV_10Q_GGNFA(1.0),22/04/26 11:00:00,Quarterly,Million units of national currency,Seasonally and calendar adjusted data,General government,Net lending (+)/net borrowing (-),Austria,2022-Q2,-782.6,,
ESTAT:GOV_10Q_GGNFA(1.0),22/04/26 11:00:00,Quarterly,Million units of national currency,Seasonally and calendar adjusted data,General government,Net lending (+)/net borrowing (-),Austria,2022-Q3,-5609.9,,
ESTAT:GOV_10Q_GGNFA(1.0),22/04/26 11:00:00,Quarterly,Million units of national currency,Seasonally and calendar adjusted data,General government,Net lending (+)/net borrowing (-),Austria,2022-Q4,-5235.3,,
ESTAT:GOV_10Q_GGNFA(1.0),22/04/26 11:00:00,Quarterly,Million units of national currency,Seasonally and calendar adjusted data,General government,Net lending (+)/net borrowing (-),Austria,2023-Q1,-2407.8,,
ESTAT:GOV_10Q_GGNFA(1.0),22/04/26 11:00:00,Quarterly,Million units of national currency,Seasonally and calendar adjusted data,General government,Net lending (+)/net borrowing (-),Austria,2023-Q2,-2444.3,,
ESTAT:GOV_10Q_GGNFA(1.0),22/04/26 11:00:00,Quarterly,Million units of national currency,Seasonally and calendar adjusted data,General government,Net lending (+)/net borrowing (-),Austria,2023-Q3,-4311.6,,
ESTAT:GOV_10Q_GGNFA(1.0),22/04/26 11:00:00,Quarterly,Million units of national currency,Seasonally and calendar adjusted data,General government,Net lending (+)/net borrowing (-),Austria,2023-Q4,-3085.6,,
ESTAT:GOV_10Q_GGNFA(1.0),22/04/26 11:00:00,Quarterly,Million units of national currency,Seasonally and calendar adjusted data,General government,Net lending (+)/net borrowing (-),Austria,2024-Q1,-3780.8,,
ESTAT:GOV_10Q_GGNFA(1.0),22/04/26 11:00:00,Quarterly,Million units of national currency,Seasonally and calendar adjusted data,General government,Net lending (+)/net borrowing (-),Austria,2024-Q2,-4990.5,,
ESTAT:GOV_10Q_GGNFA(1.0),22/04/26 11:00:00,Quarterly,Million units of national currency,Seasonally and calendar adjusted data,General government,Net lending (+)/net borrowing (-),Austria,2024-Q3,-7025.7,,
ESTAT:GOV_10Q_GGNFA(1.0),22/04/26 11:00:00,Quarterly,Million units of national currency,Seasonally and calendar adjusted data,General government,Net lending (+)/net borrowing (-),Austria,2024-Q4,-7155.6,,
ESTAT:GOV_10Q_GGNFA(1.0),22/04/26 11:00:00,Quarterly,Million units of national currency,Seasonally and calendar adjusted data,General government,Net lending (+)/net borrowing (-),Austria,2025-Q1,-5388.7,,
ESTAT:GOV_10Q_GGNFA(1.0),22/04/26 11:00:00,Quarterly,Million units of national currency,Seasonally and calendar adjusted data,General government,Net lending (+)/net borrowing (-),Austria,2025-Q2,-5099.4,,
ESTAT:GOV_10Q_GGNFA(1.0),22/04/26 11:00:00,Quarterly,Million units of national currency,Seasonally and calendar adjusted data,General government,Net lending (+)/net borrowing (-),Austria,2025-Q3,-5833.3,,
ESTAT:GOV_10Q_GGNFA(1.0),22/04/26 11:00:00,Quarterly,Million units of national currency,Seasonally and calendar adjusted data,General government,Net lending (+)/net borrowing (-),Austria,2025-Q4,-5142.1,,
ESTAT:GOV_10Q_GGNFA(1.0),22/04/26 11:00:00,Quarterly,Million units of national currency,Seasonally and calendar adjusted data,General government,Net lending (+)/net borrowing (-),Belgium,2017-Q3,-1317.9,,
ESTAT:GOV_10Q_GGNFA(1.0),22/04/26 11:00:00,Quarterly,Million units of national currency,Seasonally and calendar adjusted data,General government,Net lending (+)/net borrowing (-),Belgium,2017-Q4,-496.6,,
ESTAT:GOV_10Q_GGNFA(1.0),22/04/26 11:00:00,Quarterly,Million units of national currency,Seasonally and calendar adjusted data,General government,Net lending (+)/net borrowing (-),Belgium,2018-Q1,-929.5,,
ESTAT:GOV_10Q_GGNFA(1.0),22/04/26 11:00:00,Quarterly,Million units of national currency,Seasonally and calendar adjusted data,General government,Net lending (+)/net borrowing (-),Belgium,2018-Q2,-725.4,,
ESTAT:GOV_10Q_GGNFA(1.0),22/04/26 11:00:00,Quarterly,Million units of national currency,Seasonally and calendar adjusted data,General government,Net lending (+)/net borrowing (-),Belgium,2018-Q3,-1182.0,,
ESTAT:GOV_10Q_GGNFA(1.0),22/04/26 11:00:00,Quarterly,Million units of national currency,Seasonally and calendar adjusted data,General government,Net lending (+)/net borrowing (-),Belgium,2018-Q4,-1980.1,,
ESTAT:GOV_10Q_GGNFA(1.0),22/04/26 11:00:00,Quarterly,Million units of national currency,Seasonally and calendar adjusted data,General government,Net lending (+)/net borrowing (-),Belgium,2019-Q1,-2589.0,,
ESTAT:GOV_10Q_GGNFA(1.0),22/04/26 11:00:00,Quarterly,Million units of national currency,Seasonally and calendar adjusted data,General government,Net lending (+)/net borrowing (-),Belgium,2019-Q2,-2343.9,,
ESTAT:GOV_10Q_GGNFA(1.0),22/04/26 11:00:00,Quarterly,Million units of national currency,Seasonally and calendar adjusted data,General government,Net lending (+)/net borrowing (-),Belgium,2019-Q3,-2352.3,,
ESTAT:GOV_10Q_GGNFA(1.0),22/04/26 11:00:00,Quarterly,Million units of national currency,Seasonally and calendar adjusted data,General government,Net lending (+)/net borrowing (-),Belgium,2019-Q4,-2533.9,,
ESTAT:GOV_10Q_GGNFA(1.0),22/04/26 11:00:00,Quarterly,Million units of national currency,Seasonally and calendar adjusted data,General government,Net lending (+)/net borrowing (-),Belgium,2020-Q1,-8713.5,,
ESTAT:GOV_10Q_GGNFA(1.0),22/04/26 11:00:00,Quarterly,Million units of national currency,Seasonally and calendar adjusted data,General government,Net lending (+)/net borrowing (-),Belgium,2020-Q2,-13906.0,,
ESTAT:GOV_10Q_GGNFA(1.0),22/04/26 11:00:00,Quarterly,Million units of national currency,Seasonally and calendar adjusted data,General government,Net lending (+)/net borrowing (-),Belgium,2020-Q3,-8678.0,,
ESTAT:GOV_10Q_GGNFA(1.0),22/04/26 11:00:00,Quarterly,Million units of national currency,Seasonally and calendar adjusted data,General government,Net lending (+)/net borrowing (-),Belgium,2020-Q4,-10601.0,,
ESTAT:GOV_10Q_GGNFA(1.0),22/04/26 11:00:00,Quarterly,Million units of national currency,Seasonally and calendar adjusted data,General government,Net lending (+)/net borrowing (-),Belgium,2021-Q1,-7452.8,,
ESTAT:GOV_10Q_GGNFA(1.0),22/04/26 11:00:00,Quarterly,Million units of national currency,Seasonally and calendar adjusted data,General government,Net lending (+)/net borrowing (-),Belgium,2021-Q2,-7188.0,,
ESTAT:GOV_10Q_GGNFA(1.0),22/04/26 11:00:00,Quarterly,Million units of national currency,Seasonally and calendar adjusted data,General government,Net lending (+)/net borrowing (-),Belgium,2021-Q3,-8308.9,,
ESTAT:GOV_10Q_GGNFA(1.0),22/04/26 11:00:00,Quarterly,Million units of national currency,Seasonally and calendar adjusted data,General government,Net lending (+)/net borrowing (-),Belgium,2021-Q4,-4386.8,,
ESTAT:GOV_10Q_GGNFA(1.0),22/04/26 11:00:00,Quarterly,Million units of national currency,Seasonally and calendar adjusted data,General government,Net lending (+)/net borrowing (-),Belgium,2022-Q1,-2709.6,,
ESTAT:GOV_10Q_GGNFA(1.0),22/04/26 11:00:00,Quarterly,Million units of national currency,Seasonally and calendar adjusted data,General government,Net lending (+)/net borrowing (-),Belgium,2022-Q2,-5672.0,,
ESTAT:GOV_10Q_GGNFA(1.0),22/04/26 11:00:00,Quarterly,Million units of national currency,Seasonally and calendar adjusted data,General government,Net lending (+)/net borrowing (-),Belgium,2022-Q3,-6508.8,,
ESTAT:GOV_10Q_GGNFA(1.0),22/04/26 11:00:00,Quarterly,Million units of national currency,Seasonally and calendar adjusted data,General government,Net lending (+)/net borrowing (-),Belgium,2022-Q4,-4992.8,,
ESTAT:GOV_10Q_GGNFA(1.0),22/04/26 11:00:00,Quarterly,Million units of national currency,Seasonally and calendar adjusted data,General government,Net lending (+)/net borrowing (-),Belgium,2023-Q1,-7322.7,,
ESTAT:GOV_10Q_GGNFA(1.0),22/04/26 11:00:00,Quarterly,Million units of national currency,Seasonally and calendar adjusted data,General government,Net lending (+)/net borrowing (-),Belgium,2023-Q2,-5797.3,,
ESTAT:GOV_10Q_GGNFA(1.0),22/04/26 11:00:00,Quarterly,Million units of national currency,Seasonally and calendar adjusted data,General government,Net lending (+)/net borrowing (-),Belgium,2023-Q3,-5284.5,,
ESTAT:GOV_10Q_GGNFA(1.0),22/04/26 11:00:00,Quarterly,Million units of national currency,Seasonally and calendar adjusted data,General government,Net lending (+)/net borrowing (-),Belgium,2023-Q4,-6315.3,,
ESTAT:GOV_10Q_GGNFA(1.0),22/04/26 11:00:00,Quarterly,Million units of national currency,Seasonally and calendar adjusted data,General government,Net lending (+)/net borrowing (-),Belgium,2024-Q1,-5237.8,p,
ESTAT:GOV_10Q_GGNFA(1.0),22/04/26 11:00:00,Quarterly,Million units of national currency,Seasonally and calendar adjusted data,General government,Net lending (+)/net borrowing (-),Belgium,2024-Q2,-7112.8,p,
ESTAT:GOV_10Q_GGNFA(1.0),22/04/26 11:00:00,Quarterly,Million units of national currency,Seasonally and calendar adjusted data,General government,Net lending (+)/net borrowing (-),Belgium,2024-Q3,-6681.8,p,
ESTAT:GOV_10Q_GGNFA(1.0),22/04/26 11:00:00,Quarterly,Million units of national currency,Seasonally and calendar adjusted data,General government,Net lending (+)/net borrowing (-),Belgium,2024-Q4,-8023.2,p,
ESTAT:GOV_10Q_GGNFA(1.0),22/04/26 11:00:00,Quarterly,Million units of national currency,Seasonally and calendar adjusted data,General government,Net lending (+)/net borrowing (-),Belgium,2025-Q1,-7433.6,p,
ESTAT:GOV_10Q_GGNFA(1.0),22/04/26 11:00:00,Quarterly,Million units of national currency,Seasonally and calendar adjusted data,General government,Net lending (+)/net borrowing (-),Belgium,2025-Q2,-7789.3,p,
ESTAT:GOV_10Q_GGNFA(1.0),22/04/26 11:00:00,Quarterly,Million units of national currency,Seasonally and calendar adjusted data,General government,Net lending (+)/net borrowing (-),Belgium,2025-Q3,-8780.7,p,
ESTAT:GOV_10Q_GGNFA(1.0),22/04/26 11:00:00,Quarterly,Million units of national currency,Seasonally and calendar adjusted data,General government,Net lending (+)/net borrowing (-),Belgium,2025-Q4,-9216.3,p,
